"crime_year","council_district","highest_offense_description","clearance_status","total_crimes"
"2003",10,"LIQUOR LAW VIOLATION/OTHER","Uncleared","7"
"2003",10,"LITTERING","Cleared","1"
"2003",10,"LITTERING","Uncleared","1"
"2003",10,"MAKING TOBACCO AVAIL TO MINOR","Cleared","2"
"2003",10,"MAKING TOBACCO AVAIL TO MINOR","Uncleared","3"
"2003",10,"MANF CONTROLLED SUB - OTHER","Cleared","1"
"2003",10,"MANSLAUGHTER","Cleared","1"
"2003",10,"MISAPPLY FIDUCIARY PROP","Cleared","1"
"2003",10,"MURDER","Cleared","1"
"2003",10,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","15"
"2003",10,"OBTAIN CONTROLLED SUB BY FRAUD","Uncleared","2"
"2003",10,"OBTAIN DANG DRUG BY FRAUD","Cleared","2"
"2003",10,"PIGEON DROP","Cleared","3"
"2003",10,"PIGEON DROP","Uncleared","1"
"2003",10,"POCKET PICKING","Uncleared","1"
"2003",10,"POSS CONTROLLED SUB/NARCOTIC","Cleared","12"
"2003",10,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","10"
"2003",10,"POSS CONTROLLED SUB/OTHER","Cleared","1"
"2003",10,"POSS CRIMINAL INSTRUMENT","Cleared","1"
"2003",10,"POSS OF ALCOHOL-AGE 16 & UNDER","Cleared","2"
"2003",10,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","8"
"2003",10,"POSS OF ALCOHOL - AGE 17 TO 20","Uncleared","6"
"2003",10,"POSS OF DRUG PARAPHERNALIA","Cleared","32"
"2003",10,"POSS OF DRUG PARAPHERNALIA","Uncleared","15"
"2003",10,"POSS OF FIREARM BY FELON","Cleared","2"
"2003",10,"POSS OF PROHIBITED WEAPON","Cleared","2"
"2003",10,"POSS/PROMO CHILD PORNOGRAPHY","Cleared","1"
"2003",10,"POSSESSION OF MARIJUANA","Cleared","25"
"2003",10,"POSSESSION OF MARIJUANA","Uncleared","24"
"2003",10,"PROTECTIVE ORDER","Cleared","8"
"2003",10,"PROTECTIVE ORDER","Uncleared","5"
"2003",10,"PROWLER","Cleared","2"
"2003",10,"PROWLER","Uncleared","1"
"2003",10,"PUBLIC INTOXICATION","Cleared","73"
"2003",10,"PUBLIC INTOXICATION","Uncleared","39"
"2003",10,"PUBLIC LEWDNESS","Cleared","1"
"2003",10,"PURSE SNATCHING","Cleared","3"
"2003",10,"PURSE SNATCHING","Uncleared","1"
"2003",10,"RAPE","Cleared","4"
"2003",10,"RAPE","Uncleared","1"
"2003",10,"RECKLESS DAMAGE","Cleared","1"
"2003",10,"ROBBERY BY ASSAULT","Cleared","2"
"2003",10,"ROBBERY BY ASSAULT","Uncleared","4"
"2003",10,"ROBBERY BY THREAT","Cleared","4"
"2003",10,"ROBBERY BY THREAT","Uncleared","2"
"2003",10,"SECURING EXEC-DOC BY DECEPTION","Uncleared","1"
"2003",10,"SERIOUS INJURY TO A CHILD","Cleared","1"
"2003",10,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","1"
"2003",10,"SEXUAL ASSAULT W/ OBJECT","Cleared","5"
"2003",10,"SEXUAL ASSAULT W/ OBJECT","Uncleared","1"
"2003",10,"SOLICITATION - BEGGING","Cleared","8"
"2003",10,"SOLICITATION - BEGGING","Uncleared","3"
"2003",10,"STALKING","Cleared","7"
"2003",10,"STALKING","Uncleared","2"
"2003",10,"STATUTORY RAPE OF CHILD","Cleared","2"
"2003",10,"TAMPERING WITH CONSUMER PROD","Cleared","1"
"2003",10,"TAMPERING WITH EVIDENCE","Cleared","1"
"2003",10,"TAMPERING WITH GOV RECORD","Cleared","2"
"2003",10,"TERRORISTIC THREAT","Cleared","17"
"2003",10,"TERRORISTIC THREAT","Uncleared","16"
"2003",10,"TERRORISTIC THREAT-FAM/DAT VIO","Cleared","5"
"2003",10,"TERRORISTIC THREAT-FAM/DAT VIO","Uncleared","1"
"2003",10,"THEFT","Cleared","313"
"2003",10,"THEFT","Uncleared","215"
"2003",10,"THEFT BY EMBEZZLEMENT","Cleared","2"
"2003",10,"THEFT BY EMBEZZLEMENT","Uncleared","2"
"2003",10,"THEFT BY EXTORTION","Cleared","1"
"2003",10,"THEFT BY SHOPLIFTING","Cleared","55"
"2003",10,"THEFT BY SHOPLIFTING","Uncleared","31"
"2003",10,"THEFT FROM AUTO","Cleared","17"
"2003",10,"THEFT FROM AUTO","Uncleared","13"
"2003",10,"THEFT FROM BUILDING","Cleared","11"
"2003",10,"THEFT FROM BUILDING","Uncleared","11"
"2003",10,"THEFT FROM PERSON","Cleared","4"
"2003",10,"THEFT FROM PERSON","Uncleared","3"
"2003",10,"THEFT OF AUTO PARTS","Cleared","10"
"2003",10,"THEFT OF AUTO PARTS","Uncleared","10"
"2003",10,"THEFT OF BICYCLE","Cleared","11"
"2003",10,"THEFT OF BICYCLE","Uncleared","8"
"2003",10,"THEFT OF LICENSE PLATE","Cleared","11"
"2003",10,"THEFT OF LICENSE PLATE","Uncleared","8"
"2003",10,"THEFT OF SERVICE","Cleared","22"
"2003",10,"THEFT OF SERVICE","Uncleared","7"
"2003",10,"THEFT OF TRAILER","Cleared","8"
"2003",10,"THEFT OF TRAILER","Uncleared","6"
"2003",10,"TOBACCO VIOL - AGE 17","Cleared","2"
"2003",10,"TOBACCO VIOL - UNDER AGE 17","Cleared","1"
"2003",10,"TOBACCO VIOL - UNDER AGE 17","Uncleared","1"
"2003",10,"UNLAWFUL CARRY-LIC HOLDER","Cleared","2"
"2003",10,"UNLAWFUL CARRYING WEAPON","Cleared","4"
"2003",10,"UNLAWFUL CARRYING WEAPON","Uncleared","1"
"2003",10,"URINATING IN PUBLIC PLACE","Cleared","3"
"2003",10,"URINATING IN PUBLIC PLACE","Uncleared","3"
"2003",10,"VIOL CITY ORDINANCE - CURFEW","Cleared","4"
"2003",10,"VIOL CITY ORDINANCE - CURFEW","Uncleared","5"
"2003",10,"VIOL CITY ORDINANCE - DOG","Cleared","3"
"2003",10,"VIOL CITY ORDINANCE - OTHER","Cleared","9"
"2003",10,"VIOL CITY ORDINANCE - OTHER","Uncleared","8"
"2003",10,"VIOL CITY ORDINANCE - WRECKER","Cleared","2"
"2003",10,"VIOL CITY ORDINANCE - WRECKER","Uncleared","1"
"2003",10,"VIOL GLASS CONTAINER","Uncleared","1"
"2003",10,"VIOL OF COURT ORDER-NON EPO-PO","Cleared","7"
"2003",10,"VIOL OF COURT ORDER-NON EPO-PO","Uncleared","2"
"2003",10,"VIOL OF EMERG PROTECTIVE ORDER","Cleared","3"
"2003",10,"VIOL OF EMERG PROTECTIVE ORDER","Uncleared","1"
"2003",10,"VIOL OF PARK CURFEW","Cleared","20"
"2003",10,"VIOL OF PARK CURFEW","Uncleared","15"
"2003",10,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Cleared","25"
"2003",10,"VIOL OF PROTECTIVE ORDER OR BOND FV/SEX CRIME/HUMAN TRAFFICKING","Uncleared","2"
"2003",10,"VIOL STATE LAW - OTHER","Cleared","10"
"2003",10,"VIOL STATE LAW - OTHER","Uncleared","4"
"2003",10,"VIOL WATER SAFETY ACT","Cleared","1"
"2003",10,"VIOL WATER SAFETY ACT","Uncleared","1"
"2003",10,"VOCO - ALCOHOL  CONSUMPTION","Cleared","2"
"2003",10,"VOCO - ALCOHOL  CONSUMPTION","Uncleared","2"
"2003",10,"VOCO AMPLIFIED MUSIC/VEHICLE","Uncleared","4"
"2003",10,"WARRANT ARREST NON TRAFFIC","Cleared","25"
"2003",10,"WARRANT ARREST NON TRAFFIC","Uncleared","28"
"2003",10,"WEAPON VIOL - OTHER","Cleared","4"
"2003",10,"WEAPON VIOL - OTHER","Uncleared","1"
"2003",NULL,"AGG ASLT W/MOTOR VEH FAM/DAT V","Cleared","2"
"2003",NULL,"AGG ASLT W/MOTOR VEH FAM/DAT V","Uncleared","1"
"2003",NULL,"AGG ASSAULT","Cleared","43"
"2003",NULL,"AGG ASSAULT","Uncleared","11"
"2003",NULL,"AGG ASSAULT FAM/DATE VIOLENCE","Cleared","7"
"2003",NULL,"AGG ASSAULT FAM/DATE VIOLENCE","Uncleared","1"
"2003",NULL,"AGG ASSAULT ON PUBLIC SERVANT","Cleared","1"
"2003",NULL,"AGG ASSAULT ON PUBLIC SERVANT","Uncleared","2"
"2003",NULL,"AGG ASSAULT WITH MOTOR VEH","Cleared","11"
"2003",NULL,"AGG ASSAULT WITH MOTOR VEH","Uncleared","3"
"2003",NULL,"AGG FORCED SODOMY OF CHILD","Cleared","1"
"2003",NULL,"AGG PROMOTION OF PROSTITUTION","Cleared","2"
"2003",NULL,"AGG RAPE","Cleared","1"
"2003",NULL,"AGG RAPE OF A CHILD","Cleared","1"
"2003",NULL,"AGG ROBBERY BY ASSAULT","Cleared","1"
"2003",NULL,"AGG ROBBERY/DEADLY WEAPON","Cleared","14"
"2003",NULL,"AGG ROBBERY/DEADLY WEAPON","Uncleared","3"
"2003",NULL,"AMPLIFIED MUSIC / VEHICLE","Uncleared","1"
"2003",NULL,"APPLIC TO REVOKE PROBATION","Uncleared","1"
"2003",NULL,"ARSON","Cleared","3"
"2003",NULL,"ASSAULT BY CONTACT","Cleared","42"
"2003",NULL,"ASSAULT BY CONTACT","Uncleared","17"
"2003",NULL,"ASSAULT BY CONTACT FAM/DATING","Cleared","19"
"2003",NULL,"ASSAULT BY CONTACT FAM/DATING","Uncleared","1"
"2003",NULL,"ASSAULT BY THREAT","Cleared","23"
"2003",NULL,"ASSAULT BY THREAT","Uncleared","8"
"2003",NULL,"ASSAULT BY THREAT FAM/DATING","Cleared","6"
"2003",NULL,"ASSAULT ON PUBLIC SERVANT","Cleared","5"
"2003",NULL,"ASSAULT ON PUBLIC SERVANT","Uncleared","3"
"2003",NULL,"ASSAULT W/INJURY-FAM/DATE VIOL","Cleared","130"
"2003",NULL,"ASSAULT W/INJURY-FAM/DATE VIOL","Uncleared","14"
"2003",NULL,"ASSAULT WITH INJURY","Cleared","99"
"2003",NULL,"ASSAULT WITH INJURY","Uncleared","39"
"2003",NULL,"ATT BURGLARY NON RESIDENCE","Cleared","1"
"2003",NULL,"ATT BURGLARY NON RESIDENCE","Uncleared","3"
"2003",NULL,"ATT BURGLARY OF RESIDENCE","Cleared","2"
"2003",NULL,"ATT BURGLARY OF RESIDENCE","Uncleared","5"
"2003",NULL,"ATT THEFT","Cleared","1"
"2003",NULL,"ATT THEFT","Uncleared","4"
"2003",NULL,"AUTO THEFT","Cleared","62"
"2003",NULL,"AUTO THEFT","Uncleared","44"
"2003",NULL,"BOMB THREAT","Cleared","2"
"2003",NULL,"BOMB THREAT","Uncleared","2"
"2003",NULL,"BURGLARY NON RESIDENCE","Cleared","78"
"2003",NULL,"BURGLARY NON RESIDENCE","Uncleared","67"
"2003",NULL,"BURGLARY OF COIN-OP MACHINE","Cleared","8"
"2003",NULL,"BURGLARY OF COIN-OP MACHINE","Uncleared","10"
"2003",NULL,"BURGLARY OF RESIDENCE","Cleared","51"
"2003",NULL,"BURGLARY OF RESIDENCE","Uncleared","30"
"2003",NULL,"BURGLARY OF VEHICLE","Cleared","326"
"2003",NULL,"BURGLARY OF VEHICLE","Uncleared","343"
"2003",NULL,"CAMPING IN PARK","Cleared","2"
"2003",NULL,"CAMPING IN PARK","Uncleared","7"
"2003",NULL,"CHILD ENDANGERMENT- ABANDONMEN","Cleared","5"
"2003",NULL,"CHILD ENDANGERMENT- ABANDONMEN","Uncleared","3"
"2003",NULL,"CIVIL DISTURBANCE/DEMO","Cleared","1"
"2003",NULL,"CIVIL DISTURBANCE/DEMO","Uncleared","1"
"2003",NULL,"CONTROLLED SUB VIOL - OTHER","Cleared","1"
"2003",NULL,"COUNTERFEITING","Cleared","18"
"2003",NULL,"COUNTERFEITING","Uncleared","2"
"2003",NULL,"CRASH/FAIL STOP AND RENDER AID","Cleared","13"
"2003",NULL,"CRASH/FAIL STOP AND RENDER AID","Uncleared","2"
"2003",NULL,"CRASH/INTOX MANSLAUGHTER","Cleared","1"
"2003",NULL,"CRASH/INTOXICATION ASSAULT","Cleared","2"
"2003",NULL,"CRASH/MANSLAUGHTER","Cleared","1"
"2003",NULL,"CRED CARD ABUSE - OTHER","Cleared","9"
"2003",NULL,"CRED CARD ABUSE - OTHER","Uncleared","3"
"2003",NULL,"CRED CARD ABUSE BY FORGERY","Cleared","26"
"2003",NULL,"CRED CARD ABUSE BY FORGERY","Uncleared","12"
"2003",NULL,"CRIMINAL MISCHIEF","Cleared","123"
"2003",NULL,"CRIMINAL MISCHIEF","Uncleared","127"
"2003",NULL,"CRIMINAL TRESPASS","Cleared","57"
"2003",NULL,"CRIMINAL TRESPASS","Uncleared","25"
"2003",NULL,"CRIMINAL TRESPASS/HOTEL","Cleared","7"
"2003",NULL,"CRIMINAL TRESPASS/HOTEL","Uncleared","2"
"2003",NULL,"CRIMINAL TRESPASS/TRANSIENT","Cleared","26"
"2003",NULL,"CRIMINAL TRESPASS/TRANSIENT","Uncleared","6"
"2003",NULL,"CRUELTY TO ANIMALS","Cleared","8"
"2003",NULL,"CRUELTY TO ANIMALS","Uncleared","2"
"2003",NULL,"CUSTODY ARREST TRAFFIC WARR","Cleared","249"
"2003",NULL,"CUSTODY ARREST TRAFFIC WARR","Uncleared","217"
"2003",NULL,"DAMAGE CITY PROP","Cleared","40"
"2003",NULL,"DAMAGE CITY PROP","Uncleared","18"
"2003",NULL,"DANG DRUG VIOL - OTHER","Cleared","1"
"2003",NULL,"DATING DISTURBANCE","Cleared","1"
"2003",NULL,"DATING DISTURBANCE","Uncleared","1"
"2003",NULL,"DEADLY CONDUCT","Cleared","7"
"2003",NULL,"DEADLY CONDUCT","Uncleared","1"
"2003",NULL,"DEADLY CONDUCT FAM/DATE VIOL","Cleared","1"
"2003",NULL,"DEBIT CARD ABUSE","Cleared","6"
"2003",NULL,"DEBIT CARD ABUSE","Uncleared","6"
"2003",NULL,"DEL CONTROLLED SUB/NARCOTIC","Cleared","16"
"2003",NULL,"DEL CONTROLLED SUB/NARCOTIC","Uncleared","17"
"2003",NULL,"DEL CONTROLLED SUB/OTHER","Cleared","1"
"2003",NULL,"DEL MARIJUANA","Cleared","2"
"2003",NULL,"DEL OF ALCOHOL TO MINOR","Cleared","1"
"2003",NULL,"DEL OF ALCOHOL TO MINOR","Uncleared","3"
"2003",NULL,"DISRUPTING MEETING/PROCESSION","Uncleared","1"
"2003",NULL,"DISTURBANCE - OTHER","Cleared","85"
"2003",NULL,"DISTURBANCE - OTHER","Uncleared","35"
"2003",NULL,"DOC ABUSE OR THREAT","Cleared","1"
"2003",NULL,"DOC ABUSIVE LANGUAGE","Cleared","3"
"2003",NULL,"DOC ABUSIVE LANGUAGE","Uncleared","1"
"2003",NULL,"DOC DISPLAY GUN/DEADLY PUB PLC","Cleared","3"
"2003",NULL,"DOC DISPLAY GUN/DEADLY PUB PLC","Uncleared","1"
"2003",NULL,"DOC EXPOSURE","Cleared","7"
"2003",NULL,"DOC EXPOSURE","Uncleared","5"
"2003",NULL,"DOC FIGHTING","Cleared","23"
"2003",NULL,"DOC FIGHTING","Uncleared","9"
"2003",NULL,"DOC OFFENSIVE GESTURE","Cleared","2"
"2003",NULL,"DOC OFFENSIVE GESTURE","Uncleared","3"
"2003",NULL,"DOC UNREASONABLE NOISE","Cleared","4"
"2003",NULL,"DOC UNREASONABLE NOISE","Uncleared","1"
"2003",NULL,"DUI - AGE 16 AND UNDER","Cleared","1"
"2003",NULL,"DUI - AGE 17 TO 20","Cleared","11"
"2003",NULL,"DUI - AGE 17 TO 20","Uncleared","4"
"2003",NULL,"DUMPING REFUSE NEAR HIGHWAY","Cleared","5"
"2003",NULL,"DUMPING REFUSE NEAR HIGHWAY","Uncleared","2"
"2003",NULL,"DWI","Cleared","335"
"2003",NULL,"DWI","Uncleared","88"
"2003",NULL,"DWI - CHILD PASSENGER","Cleared","1"
"2003",NULL,"DWI 2ND","Cleared","29"
"2003",NULL,"DWI 2ND","Uncleared","6"
"2003",NULL,"ENGAGING IN ORGANIZED CRIME","Cleared","2"
"2003",NULL,"EVADING / FOOT","Cleared","6"
"2003",NULL,"EVADING / FOOT","Uncleared","2"
"2003",NULL,"EVADING / VEHICLE PURSUIT","Cleared","6"
"2003",NULL,"EVADING / VEHICLE PURSUIT","Uncleared","4"
"2003",NULL,"EXP-VIOL CITY ORDINANCE - TAXI","Cleared","1"
"2003",NULL,"EXP-VIOL CITY ORDINANCE - TAXI","Uncleared","1"
"2003",NULL,"EXPIRED-ATT AGG ROBBERY/WEAP","Cleared","2"
"2003",NULL,"EXPIRED-ATT OB DANG DRUG FRAUD","Cleared","1"
"2003",NULL,"EXPIRED-ATT OBT CONT SUB FRAUD","Cleared","1"
"2003",NULL,"EXPIRED-ATT OBT CONT SUB FRAUD","Uncleared","1"
"2003",NULL,"EXPIRED-ATT SEXUAL ASSAULT","Cleared","1"
"2003",NULL,"EXPIRED-EVADING ARREST","Cleared","2"
"2003",NULL,"EXPIRED-EVADING ARREST","Uncleared","1"
"2003",NULL,"EXPLOSIVE ORDNANCE DISPOSAL","Cleared","11"
"2003",NULL,"EXPLOSIVE ORDNANCE DISPOSAL","Uncleared","11"
"2003",NULL,"FAILURE TO IDENTIFY","Cleared","53"
"2003",NULL,"FAILURE TO IDENTIFY","Uncleared","18"
"2003",NULL,"FAILURE TO REG AS SEX OFFENDER","Uncleared","1"
"2003",NULL,"FALSE ALARM OR REPORT","Cleared","2"
"2003",NULL,"FALSE ALARM OR REPORT","Uncleared","2"
"2003",NULL,"FALSE REPORT TO PEACE OFFICER","Cleared","2"
"2003",NULL,"FALSE REPORT TO PEACE OFFICER","Uncleared","2"
"2003",NULL,"FALSE STATEMENT -OBTAIN CREDIT","Cleared","8"
"2003",NULL,"FALSE STATEMENT -OBTAIN CREDIT","Uncleared","2"
"2003",NULL,"FAMILY DISTURBANCE","Cleared","140"
"2003",NULL,"FAMILY DISTURBANCE","Uncleared","35"
"2003",NULL,"FAMILY DISTURBANCE/PARENTAL","Cleared","11"
"2003",NULL,"FAMILY DISTURBANCE/PARENTAL","Uncleared","2"
"2003",NULL,"FEDERAL VIOL/OTHER","Cleared","2"
"2003",NULL,"FEDERAL VIOL/OTHER","Uncleared","1"
"2003",NULL,"FELONY ENHANCEMENT/ASSLT W/INJ","Cleared","4"
"2003",NULL,"FELONY ENHANCEMENT/ASSLT W/INJ","Uncleared","2"
"2003",NULL,"FORCED SODOMY OF CHILD","Cleared","1"
"2003",NULL,"FORGERY- CERTIFICATE OF TITLE","Cleared","1"
"2003",NULL,"FORGERY - OTHER","Cleared","18"
"2003",NULL,"FORGERY - OTHER","Uncleared","8"
"2003",NULL,"FORGERY AND PASSING","Cleared","81"
"2003",NULL,"FORGERY AND PASSING","Uncleared","26"
"2003",NULL,"FORGERY BY ALTERATION","Cleared","1"
"2003",NULL,"FORGERY BY MAKING","Cleared","3"
"2003",NULL,"FORGERY BY MAKING","Uncleared","1"
"2003",NULL,"FORGERY OF IDENTIFICATION","Cleared","1"
"2003",NULL,"FRAUD - OTHER","Cleared","11"
"2003",NULL,"FRAUD - OTHER","Uncleared","6"
"2003",NULL,"FRAUD DESTRUCTION OF A WRITING","Uncleared","1"
"2003",NULL,"GAMBLING","Cleared","1"
"2003",NULL,"GRAFFITI","Cleared","4"
"2003",NULL,"GRAFFITI","Uncleared","4"
"2003",NULL,"HARASSMENT","Cleared","64"
"2003",NULL,"HARASSMENT","Uncleared","62"
"2003",NULL,"HARBORING RUNAWAY CHILD","Cleared","2"
"2003",NULL,"HARBORING RUNAWAY CHILD","Uncleared","1"
"2003",NULL,"IDENTITY THEFT","Cleared","23"
"2003",NULL,"IDENTITY THEFT","Uncleared","8"
"2003",NULL,"IMPERSONATING PUBLIC SERVANT","Cleared","4"
"2003",NULL,"INDECENCY WITH A CHILD/CONTACT","Cleared","15"
"2003",NULL,"INDECENCY WITH CHILD/EXPOSURE","Cleared","1"
"2003",NULL,"INDECENT EXPOSURE","Cleared","4"
"2003",NULL,"INDECENT EXPOSURE","Uncleared","4"
"2003",NULL,"INJURY DISABLED INDIVIDUAL","Uncleared","1"
"2003",NULL,"INJURY TO CHILD","Cleared","3"
"2003",NULL,"INJURY TO CHILD","Uncleared","1"
"2003",NULL,"INJURY TO CHILD (CARE/CUSTODY)","Cleared","3"
"2003",NULL,"INJURY TO CHILD (CARE/CUSTODY)","Uncleared","1"
"2003",NULL,"INTERFERE W PO SERVICE ANIMALS","Uncleared","1"
"2003",NULL,"LIQUOR LAW VIOLATION/OTHER","Cleared","7"
"2003",NULL,"LIQUOR LAW VIOLATION/OTHER","Uncleared","11"
"2003",NULL,"LITTERING","Cleared","3"
"2003",NULL,"LITTERING","Uncleared","2"
"2003",NULL,"MAKING TOBACCO AVAIL TO MINOR","Cleared","2"
"2003",NULL,"MAKING TOBACCO AVAIL TO MINOR","Uncleared","1"
"2003",NULL,"MANF CONTROLLED SUB - OTHER","Cleared","3"
"2003",NULL,"MANF CONTROLLED SUB - OTHER","Uncleared","1"
"2003",NULL,"OBSCENITY","Uncleared","1"
"2003",NULL,"OBTAIN CONTROLLED SUB BY FRAUD","Cleared","3"
"2003",NULL,"PAROLE VIOL","Cleared","8"
"2003",NULL,"PAROLE VIOL","Uncleared","10"
"2003",NULL,"POCKET PICKING","Cleared","1"
"2003",NULL,"POCKET PICKING","Uncleared","4"
"2003",NULL,"POSS CONTROLLED SUB/NARCOTIC","Cleared","108"
"2003",NULL,"POSS CONTROLLED SUB/NARCOTIC","Uncleared","73"
"2003",NULL,"POSS CONTROLLED SUB/OTHER","Cleared","7"
"2003",NULL,"POSS CONTROLLED SUB/OTHER","Uncleared","5"
"2003",NULL,"POSS DANG DRUG","Cleared","9"
"2003",NULL,"POSS DANG DRUG","Uncleared","2"
"2003",NULL,"POSS OF ALCOHOL-AGE 16 & UNDER","Cleared","2"
"2003",NULL,"POSS OF ALCOHOL - AGE 17 TO 20","Cleared","42"
"2003",NULL,"POSS OF ALCOHOL - AGE 17 TO 20","Uncleared","129"
"2003",NULL,"POSS OF DRUG PARAPHERNALIA","Cleared","139"
"2003",NULL,"POSS OF DRUG PARAPHERNALIA","Uncleared","61"
"2003",NULL,"POSS OF FIREARM BY FELON","Cleared","2"
"2003",NULL,"POSS OF PROHIBITED WEAPON","Cleared","2"
"2003",NULL,"POSSESSION OF MARIJUANA","Cleared","56"
"2003",NULL,"POSSESSION OF MARIJUANA","Uncleared","15"
"2003",NULL,"PROBATION VIOL","Cleared","1"
"2003",NULL,"PROSTITUTION","Cleared","7"
"2003",NULL,"PROSTITUTION","Uncleared","5"
"2003",NULL,"PROTECTIVE ORDER","Cleared","14"
"2003",NULL,"PROTECTIVE ORDER","Uncleared","11"
"2003",NULL,"PROWLER","Cleared","1"
"2003",NULL,"PUBLIC INTOXICATION","Cleared","275"
"2003",NULL,"PUBLIC INTOXICATION","Uncleared","278"
"2003",NULL,"PUBLIC LEWDNESS","Cleared","5"
"2003",NULL,"PUBLIC LEWDNESS","Uncleared","1"
"2003",NULL,"PURSE SNATCHING","Cleared","5"
"2003",NULL,"RAPE","Cleared","7"
"2003",NULL,"RAPE OF A CHILD","Cleared","1"
"2003",NULL,"RECKLESS DAMAGE","Cleared","1"
"2003",NULL,"RECKLESS DAMAGE","Uncleared","3"
"2003",NULL,"RESISTING ARREST OR SEARCH","Cleared","13"
"2003",NULL,"RESISTING ARREST OR SEARCH","Uncleared","1"
"2003",NULL,"RETALIATION","Cleared","1"
"2003",NULL,"ROBBERY BY ASSAULT","Cleared","14"
"2003",NULL,"ROBBERY BY ASSAULT","Uncleared","8"
"2003",NULL,"ROBBERY BY THREAT","Cleared","5"
"2003",NULL,"SERIOUS INJURY TO A CHILD","Cleared","2"
"2003",NULL,"SEXUAL ASSAULT OF CHILD/OBJECT","Cleared","7"
"2003",NULL,"SEXUAL ASSAULT W/ OBJECT","Cleared","5"
"2003",NULL,"SEXUAL ASSAULT W/ OBJECT","Uncleared","1"
"2003",NULL,"SOLICITATION - BEGGING","Cleared","94"
"2003",NULL,"SOLICITATION - BEGGING","Uncleared","39"
"2003",NULL,"STALKING","Cleared","6"
"2003",NULL,"STALKING","Uncleared","2"
"2003",NULL,"STATUTORY RAPE OF CHILD","Cleared","3"
"2003",NULL,"TAMPERING WITH CONSUMER PROD","Cleared","1"
"2003",NULL,"TAMPERING WITH EVIDENCE","Cleared","3"
"2003",NULL,"TAMPERING WITH EVIDENCE","Uncleared","2"
"2003",NULL,"TAMPERING WITH GOV RECORD","Cleared","1"
"2003",NULL,"TAMPERING WITH GOV RECORD","Uncleared","4"
"2003",NULL,"TAMPERING WITH ID NUMBER","Uncleared","1"
"2003",NULL,"TERRORISTIC THREAT","Cleared","15"
"2003",NULL,"TERRORISTIC THREAT","Uncleared","13"
"2003",NULL,"TERRORISTIC THREAT-FAM/DAT VIO","Uncleared","1"
"2003",NULL,"THEFT","Cleared","348"
"2003",NULL,"THEFT","Uncleared","227"
"2003",NULL,"THEFT- APPROPRIATE STOLEN PROP","Cleared","1"
"2003",NULL,"THEFT BY EMBEZZLEMENT","Cleared","8"
"2003",NULL,"THEFT BY EMBEZZLEMENT","Uncleared","7"
"2003",NULL,"THEFT BY FALSE PRETEXT/BUNCO","Uncleared","1"
"2003",NULL,"THEFT BY SHOPLIFTING","Cleared","125"
"2003",NULL,"THEFT BY SHOPLIFTING","Uncleared","38"
"2003",NULL,"THEFT FROM AUTO","Cleared","16"
"2003",NULL,"THEFT FROM AUTO","Uncleared","8"
"2003",NULL,"THEFT FROM BUILDING","Cleared","15"
"2003",NULL,"THEFT FROM BUILDING","Uncleared","19"
"2003",NULL,"THEFT FROM PERSON","Cleared","9"
"2003",NULL,"THEFT FROM PERSON","Uncleared","8"
"2003",NULL,"THEFT OF AUTO PARTS","Cleared","8"
"2003",NULL,"THEFT OF AUTO PARTS","Uncleared","11"
"2003",NULL,"THEFT OF BICYCLE","Cleared","9"
"2003",NULL,"THEFT OF BICYCLE","Uncleared","8"
"2003",NULL,"THEFT OF HEAVY EQUIPMENT","Uncleared","3"
"2003",NULL,"THEFT OF LICENSE PLATE","Cleared","9"
"2003",NULL,"THEFT OF LICENSE PLATE","Uncleared","2"
"2003",NULL,"THEFT OF SERVICE","Cleared","38"
"2003",NULL,"THEFT OF SERVICE","Uncleared","20"
"2003",NULL,"THEFT OF TRAILER","Cleared","3"
"2003",NULL,"THEFT OF TRAILER","Uncleared","2"
"2003",NULL,"TOBACCO VIOL - AGE 17","Cleared","2"
"2003",NULL,"TOBACCO VIOL - AGE 17","Uncleared","2"
"2003",NULL,"TOBACCO VIOL - UNDER AGE 17","Cleared","1"
"2003",NULL,"UCW LICENSE PREMISE","Cleared","1"
"2003",NULL,"UNLAWFUL CARRY-LIC HOLDER","Uncleared","1"
"2003",NULL,"UNLAWFUL CARRYING WEAPON","Cleared","14"
"2003",NULL,"UNLAWFUL CARRYING WEAPON","Uncleared","3"
"2003",NULL,"UNLAWFUL RESTRAINT FAM/DAT VIO","Cleared","1"
"2003",NULL,"URINATING IN PUBLIC PLACE","Cleared","35"
"2003",NULL,"URINATING IN PUBLIC PLACE","Uncleared","71"
"2003",NULL,"VIOL CITY ORDINANCE - CURFEW","Cleared","17"
"2003",NULL,"VIOL CITY ORDINANCE - CURFEW","Uncleared","6"
"2003",NULL,"VIOL CITY ORDINANCE - DOG","Cleared","7"
"2003",NULL,"VIOL CITY ORDINANCE - DOG","Uncleared","1"
"2003",NULL,"VIOL CITY ORDINANCE - OTHER","Cleared","53"
"2003",NULL,"VIOL CITY ORDINANCE - OTHER","Uncleared","73"
"2003",NULL,"VIOL CITY ORDINANCE - SOUND","Cleared","2"
